"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","modo","gostou","maxdb","id_cliente"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,119.313053597874,-11.8515849016496,69.0001129544688,0,429021,1997,"F",TRUE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,121.097822089532,-11.7500743385688,27.3802718044732,0,952923,1962,"b",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,119.244420461502,-5.41491098086741,76.6944101952477,0,206205,2010,"D",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,139.316045115035,-6.50017507660275,68.588135887274,0,219408,2017,"F",FALSE,0,"#ID2828"
"Nenhuma",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,125.362572354552,-24.5128316993316,0,0,265050,2006,"N/A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,104.697070629377,-7.56724913070576,78.5880235940354,0,187649,2015,"G",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,98.711108067665,-7.18106555583847,25.3063200997309,76.2629009616427,180968,2000,"A#",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,124.560366084966,-7.99957073447472,35.6800650617412,0,674005,1989,"F",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,136.892426858116,-7.97636709924129,71.8213985965035,12.5436649203106,274330,1994,"A#",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,110.727381870745,-7.67392214582636,78.3723968420335,0,210102,2010,"F#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,94.8537722264169,-7.62671523207646,71.0733308601871,0,291394,2008,"f",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,135.81935384633,-7.92822753005607,78.6513175580436,0,239788,2009,"B",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,90.1951740494222,-8.01347210604439,25.0055993438355,68.3300694905264,251379,1998,"N/A",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,95.6721838581314,-11.3356516004741,68.2810169604434,0,150866,2021,"c#",TRUE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,121.439724575447,-6.67745133093383,47.278655417869,0,280635,1978,"G",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,120.287491678562,-7.82613293079178,6.37446127739756,0,655771,1952,"A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.3102233578216,-0.068267474817441,78.9710535489684,0,201308,2019,"f",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,143.919893175341,-6.83834426583577,63.4325917847014,0,167867,2019,"E",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,95.3570976777762,-9.46774373136765,70.7673270055234,0,154868,2014,"B",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,110.687958532195,-6.19531044719798,72.3534010909892,0,191651,1997,"a#",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,118.814693954407,-12.6915724123784,46.0511862947337,0,472811,1948,"a#",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130.765375880801,-7.25616472883163,62.1930583950375,19.5521010464913,192794,2020,"d",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,94.054836446482,-14.3384567284662,80.1941870798063,0,182006,2004,"b",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,111.356862376464,-6.80901162794228,72.0270548695808,21.4741259748347,262958,1996,"C",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,129.056566844407,-11.7305927265411,44.2011073384046,0,52287,1997,"d",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,100.302471471104,-10.3794425732484,82.9007771847727,0,234506,2000,"G#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,130.748611024817,-5.54757784860846,55.2703660423613,0,161509,2019,"F",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,125.590451888891,-6.92133294306741,77.0143178042608,0,295921,1995,"g#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,133.024816654814,-7.63534390299713,66.3041782268382,0,339353,1970,"c#",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,91.055381975757,-7.80422208206156,23.5399781985569,71.7791290523907,227892,2009,"A",TRUE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,136.043332384788,-9.994826727521,76.9055541618164,0,173297,2015,"a",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,104.889331298342,-11.87114635274,77.9991363301114,0,245230,2001,"e",FALSE,0,"#ID2828"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,134.277948083523,-9.15052040704716,72.6536312128991,0,249129,1995,"g",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,106.649447300308,-8.38157390835242,23.4082009062305,73.7675362455024,176137,1997,"f",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,152.247608602896,-7.6642982974986,68.3214978753244,0,185329,2021,"g",TRUE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,94.6881316272047,-6.19393773155263,13.4668137788739,66.7343761427133,145346,2000,"C",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,87.8741197018352,-6.90288668972323,17.1816997154259,66.5514274638562,181659,2001,"a",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,100.290101933121,-7.21833705346097,18.1348137221838,76.7698687583549,182067,2003,"c",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,97.3626077571064,-6.7089869059929,61.3556667654206,0,209452,2017,"F#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,118.131108169236,-6.07069065753555,57.3915036880045,0,208985,2018,"b",TRUE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,131.514244861099,-8.94199561182288,43.0966791875651,0,272895,1990,"F",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,106.63939118871,-6.28835929948772,25.2681606763749,55.7841332236913,156228,2019,"d#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108.364828697548,-6.70116676991294,19.3338266691753,83.2374987165012,253410,2015,"a",TRUE,0,"#ID2828"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,102.901600465375,-6.39301515258187,70.4684242564568,0,251649,2012,"f",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,114.372923428925,-7.45884419218721,16.7021114752078,61.6304073457124,312494,2011,"g",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,168.411062236568,-6.15873334845051,62.1293087506283,0,192415,2019,"F#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82.0054908948459,-8.68574479543254,66.0674515822438,0,177126,2018,"c",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,123.986487352505,-5.97727410683081,76.9522353984299,0,328071,1998,"N/A",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,158.853403394672,-7.36511011451046,66.9493458675244,0,343654,1954,"a",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,116.623761156769,-6.10771093614899,79.61403859151,0,245919,1988,"A#",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,120.623657041411,-11.8583985837158,52.2560209103615,0,57870,2002,"F",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94.2195484686167,-7.96951351557779,73.6344310761934,0,189612,2013,"E",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,113.386918898953,-18.9267270199928,0,0,311987,2010,"N/A",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,115.901813053231,-9.036954462171,67.7794103018828,0,225560,2004,"C#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,124.539204295488,-6.92275374400116,66.2142328584569,18.5723905911428,148526,2020,"b",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,87.41233606963,-11.963183908914,73.0490148081174,0,165907,2019,"D#",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,111.100603180021,-7.75577007503804,70.7101133040865,29.0829369123752,309295,1987,"e",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,143.449687736651,-7.32431033020781,64.4299310617758,18.3596371571325,166320,2021,"e",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,140.105937847016,-6.37032903274402,59.1536537073834,18.5727262177708,203438,2021,"F#",TRUE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,115.041265571716,-10.5951588399565,68.9532985569068,29.7796442897837,339615,1986,"F",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,127.96560332507,-8.05297749467888,74.8931159909867,16.7691433136429,137633,2008,"e",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,126.851531451612,-7.51286099246948,31.5903257023304,0,191147,1996,"F",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,109.03023187692,-7.87026582155434,78.768843612971,16.4306482203498,279669,1998,"c",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,94.0175993722156,-13.2553103096698,74.1956713118469,0,164699,2018,"G",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,108.202231453882,-7.33065152309021,25.3541403346931,69.7376166205879,209099,2005,"a#",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,92.6391845534607,-7.25244054350042,78.2852606670214,0,159030,2021,"N/A",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,95.4782399301953,-7.67342222989849,81.353920792338,0,236070,2010,"F#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,131.101922529476,-7.65039357626456,77.1339207562247,20.3763540916693,247696,2021,"G#",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,87.326502492971,-9.50273689459581,84.4952714943983,0,209034,2021,"f#",FALSE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,122.450769920093,-13.8539211740709,36.9020159730443,0,435988,1964,"N/A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140.210423920941,-6.61878065289766,76.2569945394176,0,148404,2014,"C",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80.6332401811486,-7.88921170744871,80.475549083313,0,178828,2014,"F",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,81.5327004665963,-6.92035601963319,11.4477636546975,63.7319834308857,223655,2008,"d",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,126.15177918051,-5.79445672715129,67.5885108414874,0,152639,2009,"C#",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,117.063385623332,-6.99067392411671,64.6814304297868,33.7301384500172,194039,1977,"G",TRUE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,125.186440048052,-7.05613986567692,68.3143328143787,0,181980,2020,"g",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,120.960772149669,-5.93155250133937,66.9543907966542,0,195577,1981,"b",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,121.177098531475,-6.84301377046252,54.6113087434953,17.5274097478632,146609,2021,"g",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,162.568313578516,-6.34129948665015,57.9801449207132,0,221508,2019,"a",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,87.2717438119687,-6.31690041805973,22.7165163442596,55.9233183506767,210053,2004,"a",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,116.63292078948,-8.25397439871268,13.5357325868029,71.0059234690268,253810,2008,"c",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,136.919845504753,-17.3292809221214,0,0,105527,2007,"N/A",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,103.894473561447,-7.1259867476036,79.1603385937258,0,242735,2005,"c",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,115.382019544323,-8.11136300892998,73.3697023569117,0,105764,2006,"f#",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,129.700866802552,-6.49197499995653,42.5584714536859,0,278213,1967,"d#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,74.2686140374008,-12.3483615084498,70.8979326755593,0,208869,2021,"A",FALSE,0,"#ID2828"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,103.546948421587,-6.53905746650595,80.9451765802837,0,325829,2004,"c",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,108.018072842554,-5.20867584681663,19.7914298383239,78.499690872448,216205,2005,"b",TRUE,0,"#ID2828"
"Nenhuma",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,38.3677381984718,-27.460623315825,0,0,383002,1989,"D#",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,159.965017196201,-6.62761150479718,56.4225763103254,0,210204,2021,"D",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74.9958167135252,-8.45653685369162,71.3973300846251,0,132861,2020,"f",FALSE,0,"#ID2828"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,122.927652817213,-13.7518438290448,35.2759688307701,0,556186,1938,"f",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,140.146647533043,-7.0024588242219,65.3263370117431,0,222908,2019,"d",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74.7889258323259,-8.80880351813689,72.5655623820641,0,162332,2018,"E",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73.8419358102084,-4.5114958235479,77.8258225504511,0,211512,2012,"G",FALSE,0,"#ID2828"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,109.163651983161,-6.65052003673642,70.1970269311391,0,190369,2014,"g",FALSE,0,"#ID2828"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,122.097722178624,-6.98081715068416,67.9949936009266,17.75215120232,262792,2018,"F",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,102.491395437375,-7.86828441444058,22.8621117476469,60.8228776189058,135956,2006,"A",FALSE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,95.6362283906503,-6.98301873250329,13.79391412906,64.9037956560515,219466,2011,"e",TRUE,0,"#ID2828"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,119.306155635643,-6.94268711764674,65.0631757246115,0,223830,2018,"F",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,92.008796383537,-9.10231395170881,74.1273490259033,0,187479,1998,"a#",FALSE,0,"#ID2828"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,105.316408275055,-7.56411405614959,67.1424469651036,0,181903,2014,"d#",FALSE,0,"#ID2828"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,121.989866756973,-9.36061502203594,73.7010053075587,0,359238,2021,"b",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,117.843952019514,-24.2578095840155,0,0,259426,2021,"E",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79.8620738275476,-6.45963230127511,75.0734705936375,0,184858,2013,"c#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,126.819287137614,-7.8479387163063,72.685321221791,24.5647053046915,189219,1998,"c",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,98.6296784708807,-8.27306196818625,29.0145684765801,74.7127869934357,202120,2008,"N/A",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,104.601477018939,-7.63241082126336,73.3031007414788,0,137483,1992,"a#",FALSE,0,"#ID2828"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,149.711179294594,-9.28378172291924,66.0312156663612,31.4084675460633,282315,2011,"A",TRUE,0,"#ID2828"
"Acústica",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,123.702552575495,-19.2066080872958,0,0,186171,2006,"N/A",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,113.848685132264,-10.2870969563867,80.2977971164048,0,166131,1985,"b",TRUE,0,"#ID2828"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,155.062812239077,-7.14390293212067,64.7300515652318,0,178970,2017,"N/A",FALSE,0,"#ID2828"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,102.735750056256,-6.14540819811453,67.6504628588408,0,169922,2020,"D#",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,91.5180728778909,-7.71138824229012,76.8959496550166,0,189947,2021,"f",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,95.2661417563566,-10.4004996013165,73.6791502206988,0,196124,1998,"e",TRUE,0,"#ID2828"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,119.371507992152,-12.0690377691721,37.8758144467043,0,494133,1962,"g#",TRUE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,104.083997830431,-5.38074649719003,70.6980485197446,0,176808,2014,"D#",FALSE,0,"#ID2828"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,129.706998889028,-8.40594112407438,79.6054670907924,0,160441,2015,"A#",FALSE,0,"#ID2828"
